k,points,radius,akurasi
0.01,32.0,16.0,77.27272727272727
0.015,32.0,16.0,59.09090909090909
0.02,32.0,16.0,36.36363636363637
0.005,32.0,17.0,18.181818181818183
0.01,32.0,17.0,90.9090909090909
0.015,32.0,17.0,50.0
0.02,32.0,17.0,31.818181818181817
0.005,32.0,18.0,13.636363636363637
0.01,32.0,18.0,68.18181818181819
0.015,32.0,18.0,63.63636363636363
0.02,32.0,18.0,31.818181818181817
0.005,32.0,19.0,0.0
0.01,32.0,19.0,81.81818181818181
0.015,32.0,19.0,81.81818181818181
0.02,32.0,19.0,40.90909090909091
0.005,32.0,20.0,0.0
0.01,32.0,20.0,81.81818181818181
0.015,32.0,20.0,81.81818181818181
0.02,32.0,20.0,36.36363636363637
0.005,36.0,4.0,40.90909090909091
0.01,36.0,4.0,36.36363636363637
0.015,36.0,4.0,22.727272727272727
0.02,36.0,4.0,18.181818181818183
0.005,36.0,5.0,68.18181818181819
0.01,36.0,5.0,45.45454545454545
0.015,36.0,5.0,18.181818181818183
0.02,36.0,5.0,13.636363636363637
0.005,36.0,6.0,63.63636363636363
0.01,36.0,6.0,40.90909090909091
0.015,36.0,6.0,31.818181818181817
0.02,36.0,6.0,18.181818181818183
0.005,36.0,7.0,68.18181818181819
0.01,36.0,7.0,45.45454545454545
0.015,36.0,7.0,27.272727272727273
0.02,36.0,7.0,9.090909090909092
0.005,36.0,8.0,59.09090909090909
0.01,36.0,8.0,36.36363636363637
0.015,36.0,8.0,31.818181818181817
0.02,36.0,8.0,18.181818181818183
0.005,36.0,9.0,50.0
0.01,36.0,9.0,50.0
0.015,36.0,9.0,36.36363636363637
0.02,36.0,9.0,13.636363636363637
0.005,36.0,10.0,59.09090909090909
0.01,36.0,10.0,63.63636363636363
0.015,36.0,10.0,31.818181818181817
0.02,36.0,10.0,18.181818181818183
0.005,36.0,11.0,59.09090909090909
0.01,36.0,11.0,45.45454545454545
0.015,36.0,11.0,31.818181818181817
0.02,36.0,11.0,18.181818181818183
0.005,36.0,12.0,40.90909090909091
0.01,36.0,12.0,59.09090909090909
0.015,36.0,12.0,36.36363636363637
0.02,36.0,12.0,18.181818181818183
0.005,36.0,13.0,18.181818181818183
0.01,36.0,13.0,72.72727272727273
0.015,36.0,13.0,54.54545454545455
0.02,36.0,13.0,31.818181818181817
0.005,36.0,14.0,27.272727272727273
0.01,36.0,14.0,72.72727272727273
0.015,36.0,14.0,45.45454545454545
0.02,36.0,14.0,27.272727272727273
0.005,36.0,15.0,18.181818181818183
0.01,36.0,15.0,72.72727272727273
0.015,36.0,15.0,40.90909090909091
0.02,36.0,15.0,31.818181818181817
0.005,36.0,16.0,13.636363636363637
0.01,36.0,16.0,77.27272727272727
0.015,36.0,16.0,40.90909090909091
0.02,36.0,16.0,40.90909090909091
0.005,36.0,17.0,27.272727272727273
0.01,36.0,17.0,68.18181818181819
0.015,36.0,17.0,45.45454545454545
0.02,36.0,17.0,45.45454545454545
0.005,36.0,18.0,27.272727272727273
0.01,36.0,18.0,68.18181818181819
0.015,36.0,18.0,50.0
0.02,36.0,18.0,36.36363636363637
0.005,36.0,19.0,4.545454545454546
0.01,36.0,19.0,77.27272727272727
0.015,36.0,19.0,77.27272727272727
0.02,36.0,19.0,40.90909090909091
0.005,36.0,20.0,0.0
0.01,36.0,20.0,77.27272727272727
0.015,36.0,20.0,72.72727272727273
0.02,36.0,20.0,31.818181818181817
0.005,40.0,4.0,45.45454545454545
0.01,40.0,4.0,31.818181818181817
0.015,40.0,4.0,22.727272727272727
0.02,40.0,4.0,18.181818181818183
0.005,40.0,5.0,68.18181818181819
0.01,40.0,5.0,50.0
0.015,40.0,5.0,22.727272727272727
0.02,40.0,5.0,13.636363636363637
0.005,40.0,6.0,63.63636363636363
0.01,40.0,6.0,40.90909090909091
0.015,40.0,6.0,22.727272727272727
0.02,40.0,6.0,13.636363636363637
0.005,40.0,7.0,59.09090909090909
0.01,40.0,7.0,31.818181818181817
0.015,40.0,7.0,22.727272727272727
0.02,40.0,7.0,13.636363636363637
0.005,40.0,8.0,54.54545454545455
0.01,40.0,8.0,40.90909090909091
0.015,40.0,8.0,31.818181818181817
0.02,40.0,8.0,18.181818181818183
0.005,40.0,9.0,59.09090909090909
0.01,40.0,9.0,54.54545454545455
0.015,40.0,9.0,31.818181818181817
0.02,40.0,9.0,13.636363636363637
0.005,40.0,10.0,54.54545454545455
0.01,40.0,10.0,50.0
0.015,40.0,10.0,27.272727272727273
0.02,40.0,10.0,13.636363636363637
0.005,40.0,11.0,45.45454545454545
0.01,40.0,11.0,59.09090909090909
0.015,40.0,11.0,22.727272727272727
0.02,40.0,11.0,18.181818181818183
0.005,40.0,12.0,45.45454545454545
0.01,40.0,12.0,63.63636363636363
0.015,40.0,12.0,36.36363636363637
0.02,40.0,12.0,18.181818181818183
0.005,40.0,13.0,59.09090909090909
0.01,40.0,13.0,63.63636363636363
0.015,40.0,13.0,45.45454545454545
0.02,40.0,13.0,13.636363636363637
0.005,40.0,14.0,36.36363636363637
0.01,40.0,14.0,68.18181818181819
0.015,40.0,14.0,50.0
0.02,40.0,14.0,27.272727272727273
0.005,40.0,15.0,13.636363636363637
0.01,40.0,15.0,68.18181818181819
0.015,40.0,15.0,45.45454545454545
0.02,40.0,15.0,36.36363636363637
0.005,40.0,16.0,27.272727272727273
0.01,40.0,16.0,72.72727272727273
0.015,40.0,16.0,45.45454545454545
0.02,40.0,16.0,36.36363636363637
0.005,40.0,17.0,18.181818181818183
0.01,40.0,17.0,77.27272727272727
0.015,40.0,17.0,40.90909090909091
0.02,40.0,17.0,36.36363636363637
0.005,40.0,18.0,13.636363636363637
0.01,40.0,18.0,77.27272727272727
0.015,40.0,18.0,63.63636363636363
0.02,40.0,18.0,36.36363636363637
0.005,40.0,19.0,18.181818181818183
0.01,40.0,19.0,72.72727272727273
0.015,40.0,19.0,59.09090909090909
0.02,40.0,19.0,40.90909090909091
0.005,40.0,20.0,22.727272727272727
0.01,40.0,20.0,81.81818181818181
0.015,40.0,20.0,59.09090909090909
0.02,40.0,20.0,36.36363636363637
0.005,44.0,4.0,50.0
0.01,44.0,4.0,27.272727272727273
0.015,44.0,4.0,22.727272727272727
0.02,44.0,4.0,9.090909090909092
0.005,44.0,5.0,68.18181818181819
0.01,44.0,5.0,45.45454545454545
0.015,44.0,5.0,18.181818181818183
0.02,44.0,5.0,13.636363636363637
0.005,44.0,6.0,72.72727272727273
0.01,44.0,6.0,45.45454545454545
0.015,44.0,6.0,22.727272727272727
0.02,44.0,6.0,13.636363636363637
0.005,44.0,7.0,59.09090909090909
0.01,44.0,7.0,45.45454545454545
0.015,44.0,7.0,22.727272727272727
0.02,44.0,7.0,18.181818181818183
0.005,44.0,8.0,63.63636363636363
0.01,44.0,8.0,31.818181818181817
0.015,44.0,8.0,22.727272727272727
0.02,44.0,8.0,13.636363636363637
0.005,44.0,9.0,63.63636363636363
0.01,44.0,9.0,40.90909090909091
0.015,44.0,9.0,31.818181818181817
0.02,44.0,9.0,18.181818181818183
0.005,44.0,10.0,63.63636363636363
0.01,44.0,10.0,45.45454545454545
0.015,44.0,10.0,36.36363636363637
0.02,44.0,10.0,9.090909090909092
0.005,44.0,11.0,59.09090909090909
0.01,44.0,11.0,63.63636363636363
0.015,44.0,11.0,22.727272727272727
0.02,44.0,11.0,22.727272727272727
0.005,44.0,12.0,54.54545454545455
0.01,44.0,12.0,63.63636363636363
0.015,44.0,12.0,27.272727272727273
0.02,44.0,12.0,18.181818181818183
0.005,44.0,13.0,40.90909090909091
0.01,44.0,13.0,54.54545454545455
0.015,44.0,13.0,45.45454545454545
0.02,44.0,13.0,22.727272727272727
0.005,44.0,14.0,31.818181818181817
0.01,44.0,14.0,68.18181818181819
0.015,44.0,14.0,45.45454545454545
0.02,44.0,14.0,22.727272727272727
0.005,44.0,15.0,22.727272727272727
0.01,44.0,15.0,63.63636363636363
0.015,44.0,15.0,50.0
0.02,44.0,15.0,31.818181818181817
0.005,44.0,16.0,13.636363636363637
0.01,44.0,16.0,72.72727272727273
0.015,44.0,16.0,59.09090909090909
0.02,44.0,16.0,36.36363636363637
0.005,44.0,17.0,27.272727272727273
0.01,44.0,17.0,77.27272727272727
0.015,44.0,17.0,50.0
0.02,44.0,17.0,36.36363636363637
0.005,44.0,18.0,18.181818181818183
0.01,44.0,18.0,68.18181818181819
0.015,44.0,18.0,59.09090909090909
0.02,44.0,18.0,40.90909090909091
0.005,44.0,19.0,13.636363636363637
0.01,44.0,19.0,77.27272727272727
0.015,44.0,19.0,54.54545454545455
0.02,44.0,19.0,40.90909090909091
0.005,44.0,20.0,13.636363636363637
0.01,44.0,20.0,77.27272727272727
0.015,44.0,20.0,54.54545454545455
0.02,44.0,20.0,31.818181818181817
0.005,48.0,4.0,59.09090909090909
0.01,48.0,4.0,31.818181818181817
0.015,48.0,4.0,31.818181818181817
0.02,48.0,4.0,22.727272727272727
0.005,48.0,5.0,54.54545454545455
0.01,48.0,5.0,45.45454545454545
0.015,48.0,5.0,18.181818181818183
0.02,48.0,5.0,13.636363636363637
0.005,48.0,6.0,54.54545454545455
0.01,48.0,6.0,36.36363636363637
0.015,48.0,6.0,22.727272727272727
0.02,48.0,6.0,13.636363636363637
0.005,48.0,7.0,50.0
0.01,48.0,7.0,40.90909090909091
0.015,48.0,7.0,22.727272727272727
0.02,48.0,7.0,13.636363636363637
0.005,48.0,8.0,63.63636363636363
0.01,48.0,8.0,31.818181818181817
0.015,48.0,8.0,27.272727272727273
0.02,48.0,8.0,9.090909090909092
0.005,48.0,9.0,63.63636363636363
0.01,48.0,9.0,54.54545454545455
0.015,48.0,9.0,31.818181818181817
0.02,48.0,9.0,13.636363636363637
0.005,48.0,10.0,63.63636363636363
